off	O
in	O
Richmond	LOC
.	O
My	O
passenger	O
seat	O
is	O
broken	O
,	O
so	O
be	O
prepared	O
to	O
ride	O
in	O
the	O
backseat	O
.	O
Message	O
me	O
if	O
you	O
're	O
interested	O
.	O

Looking	O
for	O
BU-Kingston	LOC
Thursday	O
the	O
22nd	O
and	O
Kingston-BU	LOC
Sunday	O
the	O
25th	O

anyone	O
driving	O
Exeter	LOC
to	O
birmingham	LOC
on	O
the	O
27th	O

Match	O
?	O
``	O
looking	O
for	O
a	O
ride	O
from	O
Montreal	LOC
to	O
Sherbrooke	LOC
•	O
_	O
Îin	O
the	O
afternoon	O
or	O
early	O
evening	O
on	O
Dec	O
18	O
•	O
_	O
thank	O
u	O
•	O
_	O
•	O
_	O
•	O
_	O

Still	O
looking	O
for	O
:	O
BU	LOC
--	O
>	O
Montreal	LOC
October	O
9th	O
10th	O
or	O
11th	O
and	O
back	O
the	O
13th	O
you	O
would	O
make	O
a	O
home	O
sick	O
student	O
very	O
happy	O

Far	O
in	O
advance	O
and	O
a	O
bit	O
of	O
a	O
long	O
shot	O
,	O
but	O
is	O
anybody	O
planning	O
to	O
head	O
to	O
NOVA	LOC
on	O
Sunday	O
,	O
November	O
10th	O
in	O
the	O
morning	O
or	O
early	O
afternoon	O
?	O

Offer	O
:	O
Bishops	LOC
to	O
Lionel-Groux	LOC
Metro	LOC
Station	LOC
or	O
Angrignon	LOC
Metro	LOC
Station	LOC
,	O
Friday	O
,	O
Nov	O
22	O
at	O
2:30	O
pm	O
,	O
3	O
places/10	O
$	O
each	O
Offre	O
:	O
Bishops	LOC
a	LOC
Lionel-Groux	LOC
Metro	LOC
ou	LOC
Angrignon	LOC
Metro	LOC
Station	LOC
,	O
Friday	O
Nov	O
22	O
at	O
14h30	O
,	O
3	O
places/10	O
$	O
chaque	O

Looking	O
Montreal	LOC
to	O
BU	LOC
sunday	O
after	O
5:30	O
or	O
evening	O
!	O

Offer	O
BU-MTL	LOC
today	O
around	O
5:45	O
pm	O
Very	O
urgent	O
.	O

Anyone	O
heading	O
to	O
tech	O
from	O
nova	LOC
latte	O
tonight	O
or	O
early	O
tomorrow	O
morning	O
and	O
have	O
space	O
in	O
their	O
car	O
,	O
please	O
let	O
me	O
know	O
!!!	O

Anyone	O
Going	O
To	O
DC	LOC
or	O
Close	O
To	O
It	O
This	O
Thursday	O
or	O
Friday	O
Morning	O
?	O
Let	O
Me	O
Know	O
!	O

Going	O
back	O
to	O
west	LOC
palm/wellington	LOC
area	LOC
on	O
the	O
11th	O
not	O
sure	O
what	O
time	O
im	O
leaving	O
yet	O
message	O
me	O
if	O
interested	O
i	O
have	O
an	O
open	O
car	O
on	O
the	O
way	O
home	O

Looking	O
for	O
a	O
ride	O
to	O
Fredericksburg	LOC
tomorrow	O
-LRB-	O
Thursday	O
-RRB-	O
morning	O
.	O
If	O
you	O
're	O
going	O
to	O
NOVA	O
,	O
I	O
'm	O
on	O
your	O
way	O
!	O

is	O
anyone	O
here	O
going	O
to	O
the	O
house	O
party	O
tour	O
concert	O
at	O
the	LOC
roy	LOC
wilkins	LOC
who	O
may	O
be	O
willing	O
to	O
carpool	O
?	O

Selling	O
a	O
return	O
to	O
Cardiff	LOC
Central	LOC
from	O
St	LOC
David	LOC
's	LOC
on	O
Friday	O
18	O
25	O
and	O
returning	O
to	O
at	O
19	O
30	O
on	O
Sunday	O
from	O
Cardiff	LOC
please	O
get	O
onto	O
Charlotte	LOC
O'Carroll	LOC

Is	O
anyone	O
driving	O
from	O
nova	LOC
to	O
tech	LOC
this	O
Friday	O
the	O
20th	O
and	O
coming	O
back	O
Saturday	O
or	O
early	O
Sunday	O
?	O
Me	O
and	O
a	O
friend	O
need	O
2	O
seats	O
and	O
are	O
willing	O
to	O
pay	O
gas	O
money	O
!	O
